$ spack find --format "{name},{version},{compiler},{variants},{arch}"
openmpi,4.0.5,gcc@9.3.0,~atomics~cuda~cxx~cxx_exceptions+gpfs~internal-hwloc~java~legacylaunchers~lustre~memchecker~pmi~singularity~sqlite3+static~thread_multiple+vt+wrapper-rpath fabrics=none patches=60ce20bc14d98c572ef7883b9fcd254c3f232c2f3a13377480f96466169ac4c8 schedulers=none,linux-opensuse_leap15-x86_64
openpmd-api,0.13.4,gcc@9.3.0,~adios1+adios2+hdf5~ipo+mpi~python+shared build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
openssh,8.5p1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
openssl,1.1.1k,gcc@9.3.0,~docs+systemcerts,linux-opensuse_leap15-x86_64
otf2,2.3,gcc@9.3.0,,linux-opensuse_leap15-x86_64
papi,6.0.0.1,gcc@9.3.0,~cuda+example~infiniband~lmsensors~nvml~powercap~rapl~sde+shared~static_tools,linux-opensuse_leap15-x86_64
papyrus,1.0.1,gcc@9.3.0,~ipo build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
parallel-netcdf,1.12.2,gcc@9.3.0,~burstbuffer+cxx+fortran+pic+shared,linux-opensuse_leap15-x86_64
parmetis,4.0.3,gcc@9.3.0,~gdb~int64~ipo+shared build_type=RelWithDebInfo patches=4f892531eb0a807eb1b82e683a416d3e35154a455274cf9b162fb02054d11a5b,50ed2081bc939269689789942067c58b3e522c269269a430d5d34c00edbc5870,704b84f7c7444d4372cb59cca6e1209df4ef3b033bc4ee3cf50f369bce972a9d,linux-opensuse_leap15-x86_64
pcre,8.44,gcc@9.3.0,~jit+multibyte+utf,linux-opensuse_leap15-x86_64
pcre2,10.36,gcc@9.3.0,~jit+multibyte,linux-opensuse_leap15-x86_64
pdsh,2.31,gcc@9.3.0,+ssh+static_modules,linux-opensuse_leap15-x86_64
pdt,3.25.1,gcc@9.3.0,~pic,linux-opensuse_leap15-x86_64
perl,5.32.1,gcc@9.3.0,+cpanm+shared+threads,linux-opensuse_leap15-x86_64
perl-data-dumper,2.173,gcc@9.3.0,,linux-opensuse_leap15-x86_64
pfunit,3.3.3,gcc@9.3.0,~docs~ipo+mpi~openmp+shared~use_comm_world build_type=RelWithDebInfo max_array_rank=5,linux-opensuse_leap15-x86_64
pixman,0.40.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
pkgconf,1.7.3,gcc@9.3.0,,linux-opensuse_leap15-x86_64
pumi,2.2.5,gcc@9.3.0,~fortran~int64~ipo~shared+simmodsuite_version_check~zoltan build_type=RelWithDebInfo simmodsuite=none,linux-opensuse_leap15-x86_64
py-alembic,1.5.5,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-argon2-cffi,20.1.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-asn1crypto,0.24.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-async-generator,1.10,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-attrs,20.3.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-babel,2.7.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-backcall,0.1.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-bleach,3.1.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-blinker,1.4,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-certifi,2020.6.20,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-certipy,0.1.3,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-cffi,1.14.3,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-chardet,3.0.4,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-cryptography,2.7,gcc@9.3.0,~idna,linux-opensuse_leap15-x86_64
py-cython,0.29.22,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-decorator,4.4.2,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-defusedxml,0.6.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-entrypoints,0.3,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-gevent,1.3a2,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-greenlet,0.4.17,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-idna,2.8,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-ipykernel,5.3.4,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-ipython,7.21.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-ipython-genutils,0.2.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-jedi,0.18.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-jinja2,2.11.3,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-jsonschema,3.2.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-jupyter-client,6.1.7,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-jupyter-core,4.6.3,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-jupyterhub,1.0.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-jupyterlab-pygments,0.1.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-mako,1.1.4,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-markupsafe,1.1.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-mistune,0.8.4,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-nbclient,0.5.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-nbconvert,6.0.1,gcc@9.3.0,+serve,linux-opensuse_leap15-x86_64
py-nbformat,5.0.7,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-nest-asyncio,1.4.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-notebook,6.1.4,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-oauthlib,3.1.0,gcc@9.3.0,+extras,linux-opensuse_leap15-x86_64
py-pamela,1.0.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-pandocfilters,1.4.2,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-parso,0.8.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-pexpect,4.7.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-pickleshare,0.7.5,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-prometheus-client,0.7.1,gcc@9.3.0,~twisted,linux-opensuse_leap15-x86_64
py-prompt-toolkit,3.0.17,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-ptyprocess,0.6.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-py,1.9.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-pycparser,2.20,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-pyelftools,0.26,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-pygments,2.6.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-pyjwt,2.1.0,gcc@9.3.0,~crypto,linux-opensuse_leap15-x86_64
py-pyopenssl,19.0.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-pyrsistent,0.15.7,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-pytest-runner,5.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-python-dateutil,2.8.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-python-editor,1.0.4,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-python-oauth2,1.1.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-pytz,2020.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-pyzmq,18.1.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-requests,2.24.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-send2trash,1.5.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-setuptools,50.3.2,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-setuptools-scm,4.1.2,gcc@9.3.0,~toml,linux-opensuse_leap15-x86_64
py-six,1.15.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-sqlalchemy,1.3.19,gcc@9.3.0, backend=none,linux-opensuse_leap15-x86_64
py-terminado,0.8.3,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-testpath,0.4.2,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-toml,0.10.2,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-tornado,6.0.3,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-traitlets,5.0.4,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-urllib3,1.25.6,gcc@9.3.0,~secure~socks,linux-opensuse_leap15-x86_64
py-wcwidth,0.1.7,gcc@9.3.0,,linux-opensuse_leap15-x86_64
py-webencodings,0.5.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
python,3.8.10,gcc@9.3.0,+bz2+ctypes+dbm~debug+libxml2+lzma~nis~optimizations+pic+pyexpat+pythoncmd+readline+shared+sqlite3+ssl~tix~tkinter~ucs4+uuid+zlib patches=0d98e93189bc278fbc37a50ed7f183bd8aaf249a8e1670a465f0db6bb4f8cf87,linux-opensuse_leap15-x86_64
qt,5.15.2,gcc@9.3.0,~dbus~debug~doc~examples~framework~gtk+gui~opengl~phonon+shared+sql+ssl+tools~webkit patches=75bcb4201fa3becdd205d393aee87afd9c792d0e1d736a49b2e000933664e051,7f34d48d2faaa108dc3fcc47187af1ccd1d37ee0f931b42597b820f03a99864c,linux-opensuse_leap15-x86_64
qthreads,1.16,gcc@9.3.0,+hwloc~spawn_cache+static scheduler=distrib stack_size=4096,linux-opensuse_leap15-x86_64
raja,0.13.0,gcc@9.3.0,~cuda+examples+exercises~ipo+openmp~rocm+shared~tests amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none,linux-opensuse_leap15-x86_64
raja,0.13.0,gcc@9.3.0,+cuda+examples+exercises~ipo+openmp~rocm+shared~tests amdgpu_target=none build_type=RelWithDebInfo cuda_arch=70,linux-opensuse_leap15-x86_64
rankstr,0.0.3,gcc@9.3.0,~ipo build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
readline,8.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
redset,0.0.5,gcc@9.3.0,~ipo build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
rempi,1.1.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
renderproto,0.11.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
rocm-cmake,4.2.0,gcc@9.3.0,~ipo+ldconfig build_type=Release,linux-opensuse_leap15-x86_64
rocm-device-libs,4.2.0,gcc@9.3.0,~ipo build_type=Release,linux-opensuse_leap15-x86_64
rocminfo,4.2.0,gcc@9.3.0,~ipo build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
scr,3.0rc1,gcc@9.3.0,~bbapi_fallback+dtcmp+fortran~ipo+libyogrt async_api=NONE build_type=RelWithDebInfo cache_base=/dev/shm cntl_base=/dev/shm copy_config=none file_lock=FLOCK resource_manager=SLURM scr_config=scr.conf,linux-opensuse_leap15-x86_64
shuffile,0.0.4,gcc@9.3.0,~ipo build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
slurm,20-11-5-1,gcc@9.3.0,~gtk~hdf5~hwloc~mariadb~pmix+readline~restd sysconfdir=PREFIX/etc,linux-opensuse_leap15-x86_64
snappy,1.1.8,gcc@9.3.0,~ipo+pic+shared build_type=RelWithDebInfo patches=c9cfecb1f7a623418590cf4e00ae7d308d1c3faeb15046c2e5090e38221da7cd,linux-opensuse_leap15-x86_64
spath,0.0.2,gcc@9.3.0,~ipo~mpi build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
spath,0.0.2,gcc@9.3.0,~ipo+mpi build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
sqlite,3.34.0,gcc@9.3.0,+column_metadata+fts~functions~rtree,linux-opensuse_leap15-x86_64
stc,0.9.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
sundials,5.7.0,gcc@9.3.0,+ARKODE+CVODE+CVODES+IDA+IDAS+KINSOL~cuda+examples+examples-install~f2003~fcmix+generic-math~hypre~int64~ipo~klu~lapack~monitoring+mpi~openmp~petsc~pthread~raja~rocm+shared+static~superlu-dist~superlu-mt~trilinos amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none patches=8b29a47fac55346cdadfa133c51aa9314ae8c53ffdff5a8ecdc3dcea3ac26403 precision=double,linux-opensuse_leap15-x86_64
sundials,5.7.0,gcc@9.3.0,+ARKODE+CVODE+CVODES+IDA+IDAS+KINSOL+cuda+examples+examples-install~f2003~fcmix+generic-math~hypre~int64~ipo~klu~lapack~monitoring+mpi~openmp~petsc~pthread~raja~rocm+shared+static~superlu-dist~superlu-mt~trilinos amdgpu_target=none build_type=RelWithDebInfo cuda_arch=70 patches=8b29a47fac55346cdadfa133c51aa9314ae8c53ffdff5a8ecdc3dcea3ac26403 precision=double,linux-opensuse_leap15-x86_64
swig,4.0.2,gcc@9.3.0,,linux-opensuse_leap15-x86_64
swig,4.0.2-fortran,gcc@9.3.0,,linux-opensuse_leap15-x86_64
sz,1.4.12.3,gcc@9.3.0,~fortran~hdf5~ipo~netcdf~pastri~python~random_access+shared~stats~time_compression build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
sz,2.1.11.1,gcc@9.3.0,~fortran~hdf5~ipo~netcdf~pastri~python~random_access+shared~stats~time_compression build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
tar,1.32,gcc@9.3.0,,linux-opensuse_leap15-x86_64
tasmanian,7.5,gcc@9.3.0,~blas~cuda~fortran~ipo~magma+mpi+openmp~python~rocm~xsdkflags amdgpu_target=none build_type=Release cuda_arch=none,linux-opensuse_leap15-x86_64
tasmanian,7.5,gcc@9.3.0,~blas+cuda~fortran~ipo~magma+mpi+openmp~python~rocm~xsdkflags amdgpu_target=none build_type=Release cuda_arch=70,linux-opensuse_leap15-x86_64
tau,2.30.1,gcc@9.3.0,~adios2+binutils~comm~craycnl~cuda+elf+fortran~gasnet+io~level_zero+libdwarf+libunwind~likwid+mpi~ompt~opari~opencl~openmp+otf2+papi+pdt~phase~ppc64le~profileparam+pthreads~python~rocm~rocprofiler~scorep~shmem~sqlite~x86_64,linux-opensuse_leap15-x86_64
tcl,8.6.11,gcc@9.3.0,,linux-opensuse_leap15-x86_64
texinfo,6.5,gcc@9.3.0, patches=12f6edb0c6b270b8c8dba2ce17998c580db01182d871ee32b7b6e4129bd1d23a,1732115f651cff98989cb0215d8f64da5e0f7911ebf0c13b064920f088f2ffe1,linux-opensuse_leap15-x86_64
turbine,1.3.0,gcc@9.3.0,~hdf5~python~r,linux-opensuse_leap15-x86_64
umap,2.1.0,gcc@9.3.0,~ipo~logging~tests build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
umpire,4.1.2,gcc@9.3.0,+c~cuda~deviceconst+examples~fortran~ipo~numa~openmp~rocm+shared amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none patches=7d912d31cd293df005ba74cb96c6f3e32dc3d84afff49b14509714283693db08 tests=none,linux-opensuse_leap15-x86_64
umpire,4.1.2,gcc@9.3.0,+c~cuda~deviceconst+examples~fortran~ipo~numa+openmp~rocm+shared amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none patches=7d912d31cd293df005ba74cb96c6f3e32dc3d84afff49b14509714283693db08 tests=none,linux-opensuse_leap15-x86_64
umpire,4.1.2,gcc@9.3.0,+c+cuda~deviceconst+examples~fortran~ipo~numa~openmp~rocm~shared amdgpu_target=none build_type=RelWithDebInfo cuda_arch=70 patches=7d912d31cd293df005ba74cb96c6f3e32dc3d84afff49b14509714283693db08 tests=none,linux-opensuse_leap15-x86_64
umpire,4.1.2,gcc@9.3.0,+c+cuda~deviceconst+examples~fortran~ipo~numa+openmp~rocm~shared amdgpu_target=none build_type=RelWithDebInfo cuda_arch=70 patches=7d912d31cd293df005ba74cb96c6f3e32dc3d84afff49b14509714283693db08 tests=none,linux-opensuse_leap15-x86_64
umpire,4.1.2,gcc@9.3.0,+c+cuda~deviceconst+examples~fortran~ipo~numa~openmp~rocm~shared amdgpu_target=none build_type=RelWithDebInfo cuda_arch=none patches=7d912d31cd293df005ba74cb96c6f3e32dc3d84afff49b14509714283693db08 tests=none,linux-opensuse_leap15-x86_64
unifyfs,0.9.1,gcc@9.3.0,+auto-mount~fortran~hdf5~pmi~pmix+spath patches=8a9c20c857c728637d994c097505cdce780f4b8e61535d221117864f75795313,f6d61ac7cee0d690f50a9a99ff9d2242f494c3baf7374baaf6779340728566b1,linux-opensuse_leap15-x86_64
unzip,6.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
upcxx,2021.3.0,gcc@9.3.0,~cuda~gasnet+mpi cross=none,linux-opensuse_leap15-x86_64
util-linux-uuid,2.36.2,gcc@9.3.0,,linux-opensuse_leap15-x86_64
util-macros,1.19.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
vtk-h,0.7.1,gcc@9.3.0,~contourtree~cuda~logging+mpi+openmp+serial+shared cuda_arch=none,linux-opensuse_leap15-x86_64
vtk-m,1.5.5,gcc@9.3.0,~64bitids+ascent_types~cuda+doubleprecision~hip~ipo~logging+mpi+openmp+rendering~shared~tbb~virtuals amdgpu_target=none build_type=Release cuda_arch=none,linux-opensuse_leap15-x86_64
xcb-proto,1.14.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
xcb-util,0.4.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
xcb-util-image,0.4.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
xcb-util-keysyms,0.4.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
xcb-util-renderutil,0.3.9,gcc@9.3.0,,linux-opensuse_leap15-x86_64
xcb-util-wm,0.4.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
xerces-c,3.2.3,gcc@9.3.0, cxxstd=default netaccessor=curl transcoder=iconv,linux-opensuse_leap15-x86_64
xextproto,7.3.0,gcc@9.3.0,,linux-opensuse_leap15-x86_64
xkbcomp,1.4.4,gcc@9.3.0,,linux-opensuse_leap15-x86_64
xkbdata,1.0.1,gcc@9.3.0,,linux-opensuse_leap15-x86_64
xproto,7.0.31,gcc@9.3.0,,linux-opensuse_leap15-x86_64
xtrans,1.3.5,gcc@9.3.0,,linux-opensuse_leap15-x86_64
xz,5.2.5,gcc@9.3.0,+pic libs=shared,static,linux-opensuse_leap15-x86_64
z3,4.8.9,gcc@9.3.0,+python,linux-opensuse_leap15-x86_64
zfp,0.5.5,gcc@9.3.0,~aligned~c~cuda~fasthash~fortran~ipo~openmp~profile~python+shared~strided~twoway bsws=64 build_type=RelWithDebInfo cuda_arch=none,linux-opensuse_leap15-x86_64
zfp,0.5.5,gcc@9.3.0,~aligned~c+cuda~fasthash~fortran~ipo~openmp~profile~python+shared~strided~twoway bsws=64 build_type=RelWithDebInfo cuda_arch=70,linux-opensuse_leap15-x86_64
zlib,1.2.11,gcc@9.3.0,+optimize+pic+shared,linux-opensuse_leap15-x86_64
zsh,5.8,gcc@9.3.0,+skip-tcsetpgrp-test,linux-opensuse_leap15-x86_64
zstd,1.4.9,gcc@9.3.0,~ipo~legacy~lz4~lzma+multithread+programs+shared+static~zlib build_type=RelWithDebInfo,linux-opensuse_leap15-x86_64
