spack find -x --format "{name},{version},{compiler.name}@{compiler.version},{variants},{arch},{hash}"
hpctoolkit,2023.03.01,gcc@11.2.0,~cray+cuda~debug~level_zero~mpi~opencl+papi~python~rocm+viewer build_system=autotools,linux-sles15-zen3,367xl5dkvnk7p2igjndtqeasak7hzhkb
hpx,1.9.0,gcc@11.2.0,~async_cuda~async_mpi+cuda~examples~generic_coroutines~ipo~rocm~tools build_system=cmake build_type=Release cuda_arch=80 cxxstd=17 generator=ninja instrumentation=none malloc=tcmalloc max_cpu_count=512 networking=tcp,linux-sles15-zen3,6rgdkzrwayvj2d4cmokvegpndibmn2to
hypre,2.28.0,gcc@11.2.0,~complex~cuda~debug+fortran~gptune~int64~internal-superlu~mixedint+mpi+openmp~rocm+shared+superlu-dist~sycl~umpire~unified-memory build_system=autotools,linux-sles15-zen3,nbzvhjufqbgisghkl37q2wpzqhtw22b5
hypre,2.28.0,gcc@11.2.0,~complex+cuda~debug+fortran~gptune~int64~internal-superlu~mixedint+mpi+openmp~rocm+shared+superlu-dist~sycl~umpire~unified-memory build_system=autotools cuda_arch=80,linux-sles15-zen3,zwewxjqgidezbwgjkakdifxkrxainqa3
kokkos,4.0.01,gcc@11.2.0,~aggressive_vectorization~compiler_warnings+cuda~cuda_constexpr~cuda_lambda~cuda_ldg_intrinsic~cuda_relocatable_device_code~cuda_uvm~debug~debug_bounds_check~debug_dualview_modify_check~deprecated_code~examples~explicit_instantiation~hpx~hpx_async_dispatch~hwloc~ipo~memkind~numactl~openmp~openmptarget~pic+profiling~profiling_load_print~pthread~qthread~rocm+serial+shared~sycl~tests~tuning+wrapper build_system=cmake build_type=Release cuda_arch=80 generator=make intel_gpu_arch=none std=17,linux-sles15-zen3,dceifaci4dthvlqowoqushfpifwwcqjh
kokkos-kernels,3.7.00,gcc@11.2.0,~blas~cblas~cublas+cuda~cusparse~ipo~lapack~lapacke~mkl~openmp~pthread~serial+shared~superlu build_system=cmake build_type=Release cuda_arch=80 execspace_cuda=auto execspace_openmp=auto execspace_serial=auto execspace_threads=auto generator=make layouts=left memspace_cudaspace=auto memspace_cudauvmspace=auto offsets=int,size_t ordinals=int scalars=double,linux-sles15-zen3,luz2bcj4zzdkayoszpkzqwkk2wqn25zo
lammps,20220623.3,gcc@11.2.0,~adios~asphere~atc~awpmd~bocs~body~bpm~brownian~cg-dna~cg-sdk~class2~colloid~colvars~compress~coreshell+cuda~cuda_mps~dielectric~diffraction~dipole~dpd-basic~dpd-meso~dpd-react~dpd-smooth~drude~eff~electrode~exceptions~extra-compute~extra-dump~extra-fix~extra-molecule~extra-pair~fep~ffmpeg~granular~h5md~intel~interlayer~ipo~jpeg~kim~kokkos+kspace~latboltz~latte+lib~machdyn~manifold+manybody~mc~meam~mesont~mgpt~misc~ml-hdnnp~ml-iap~ml-rann~ml-snap~mofff+molecule~molfile+mpi~mpiio~netcdf~opencl+openmp~openmp-package~opt~orient~peri~phonon~plugin~plumed~png~poems~ptm~python~qeq~qtb~reaction~reaxff~replica+rigid~rocm~shock~smtbq~sph~spin~srd~tally~uef~voronoi~vtk~yaff build_system=cmake build_type=Release cuda_arch=80 fftw_precision=double generator=make gpu_precision=mixed lammps_sizes=smallbig,linux-sles15-zen3,xwxpot23xsoxs3qcgbkrmfxxyzsefnjo
legion,23.03.0,gcc@11.2.0,~bindings~bounds_checks+cuda~cuda_hijack~cuda_unsupported_compiler~enable_tls~fortran~gasnet_debug~hdf5~hwloc~ipo~kokkos+libdl~openmp~papi~privilege_checks~python~redop_complex~rocm~shared~spy+zlib build_system=cmake build_type=Release conduit=none cuda_arch=80 cxxstd=11 gasnet_root=none generator=make max_dims=3 max_fields=512 network=none output_level=warning,linux-sles15-zen3,anrsosktt7x6sk7h6f5tyzmqeoeplc37
magma,2.7.1,gcc@11.2.0,+cuda+fortran~ipo~rocm+shared build_system=cmake build_type=Release cuda_arch=80 generator=make,linux-sles15-zen3,lriez4fhz7o35ocrvt4gk3zjarrladpx
mfem,4.5.2,gcc@11.2.0,~amgx~conduit+cuda~debug~examples~exceptions~fms~ginkgo~gnutls~gslib~hiop~lapack~libceed~libunwind+metis~miniapps~mpfr+mpi~netcdf~occa~openmp~petsc~pumi~raja~rocm~shared~slepc+static~strumpack~suite-sparse~sundials~superlu-dist~threadsafe~umpire+zlib build_system=generic cuda_arch=80 timer=auto,linux-sles15-zen3,p6zka6tvvwgckgrk2rs2idevq64ana56
mgard,2023-03-31,gcc@11.2.0,+cuda~ipo+openmp+serial+timing+unstructured build_system=cmake build_type=Release cuda_arch=80 generator=make,linux-sles15-zen3,axgyun4z52sflk6hodvwrs7dunzpbmh4
omega-h,9.34.13,gcc@11.2.0,+cuda~examples~gmsh~ipo~kokkos+mpi+optimize+shared+symbols~throw+trilinos~warnings+zlib build_system=cmake build_type=Release cuda_arch=80 generator=make,linux-sles15-zen3,a2ork53frwnn4j7qhp267ffkxh5m2gti
papi,6.0.0.1,gcc@11.2.0,+cuda+example~infiniband~lmsensors~nvml~powercap~rapl~rocm~rocm_smi~sde+shared~static_tools build_system=autotools,linux-sles15-zen3,7rdf6bllof76yzdefu72bsvxa4uktp6b
parsec,3.0.2209,gcc@11.2.0,+cuda~debug_verbose~ipo~profile+shared build_system=cmake build_type=RelWithDebInfo cuda_arch=80 generator=make,linux-sles15-zen3,q4364veyhjzzjy22hgrfkd22pwjyydyo
pdt,3.25.1,gcc@11.2.0,~pic build_system=autotools,linux-sles15-zen3,wzpjxzxajnj6j2qa7n3xvhphkkgmylek
petsc,3.19.1,gcc@11.2.0,~X~batch~cgns~complex+cuda~debug+double~exodusii~fftw+fortran~giflib+hdf5~hpddm~hwloc+hypre~int64~jpeg~knl~kokkos~libpng~libyaml~memkind+metis~mkl-pardiso~mmg~moab~mpfr+mpi~mumps+openmp~p4est~parmmg~ptscotch~random123~rocm~saws~scalapack+shared+strumpack~suite-sparse+superlu-dist~tetgen~trilinos~valgrind build_system=generic clanguage=C cuda_arch=80,linux-sles15-zen3,e2rsiox2x5mm2iobtodsbmr3vv2fq62b
slate,2022.07.00,gcc@11.2.0,+cuda~ipo+mpi+openmp~rocm+shared build_system=cmake build_type=Release cuda_arch=80 generator=make,linux-sles15-zen3,hgxwhfodslhbcz2gkdum7pu6y4dnaxlf
slepc,3.19.0,gcc@11.2.0,+arpack~blopex+cuda~hpddm~rocm build_system=generic cuda_arch=80,linux-sles15-zen3,blejxwsgbxriefrvuenwlmxqn7vvfbkj
strumpack,7.1.1,gcc@11.2.0,~butterflypack+c_interface~count_flops+cuda~ipo+mpi+openmp+parmetis~rocm~scotch+shared~slate~task_timers+zfp build_system=cmake build_type=Release cuda_arch=80 generator=make,linux-sles15-zen3,zjczoyacztho6a36z4zedrbzzqsl7zal
sundials,6.5.1,gcc@11.2.0,+ARKODE+CVODE+CVODES+IDA+IDAS+KINSOL+cuda+examples+examples-install~f2003~fcmix+generic-math~ginkgo~hypre~int64~ipo~klu~kokkos~kokkos-kernels~lapack~magma~monitoring+mpi~openmp~petsc~profiling~pthread~raja~rocm+shared+static~superlu-dist~superlu-mt~sycl~trilinos build_system=cmake build_type=Release cstd=99 cuda_arch=80 cxxstd=14 generator=make logging-level=0 logging-mpi=OFF precision=double,linux-sles15-zen3,qgmjrqdwpneukxevuid57fbwl6at45ul
superlu-dist,8.1.2,gcc@11.2.0,~cuda~int64~ipo+openmp~rocm+shared build_system=cmake build_type=Release generator=make,linux-sles15-zen3,idp7cstxek3yjz4opr2jk6zpa3xo2vua
superlu-dist,8.1.2,gcc@11.2.0,+cuda~int64~ipo+openmp~rocm+shared build_system=cmake build_type=Release cuda_arch=80 generator=make,linux-sles15-zen3,uffli3rp2ntongjb5wckly2a6zg3ddfa
tasmanian,7.9,gcc@11.2.0,~blas+cuda~fortran~ipo~magma~mpi~openmp~python~rocm~xsdkflags build_system=cmake build_type=Release cuda_arch=80 generator=make,linux-sles15-zen3,vxz2g3rkhtylfrhjmuddhv7mg3muubea
tau,2.32,gcc@11.2.0,~adios2+binutils~comm~craycnl+cuda+elf+fortran~gasnet+io~level_zero+libdwarf+libunwind~likwid+mpi~ompt~opari~opencl~openmp+otf2+papi+pdt~phase~ppc64le~profileparam+pthreads~python~rocm~rocprofiler~roctracer~scorep~shmem~sqlite~x86_64 build_system=generic,linux-sles15-zen3,qsqj5qd7mmfcflb324uf7rphaq22nepl
zfp,1.0.0,gcc@11.2.0,~aligned~c+cuda~daz~fasthash~fortran~ipo~openmp~profile~python+shared~strided~tight-error~twoway+utilities bsws=64 build_system=cmake build_type=Release cuda_arch=80 generator=make round=never,linux-sles15-zen3,apjhnmzklbqrj5kcmjqtp6ax3bflkcdp
