$ spack find --format "{name},{version},{compiler},{variants},{arch}"
umpire,6.0.0,gcc@11.2.0,+c~cuda~deviceconst+examples~fortran~ipo~numa+openmp~rocm+shared build_type=RelWithDebInfo tests=none,cray-cnl7-haswell
unzip,6.0,gcc@11.2.0,,cray-cnl7-haswell
upcxx,2021.9.0,gcc@11.2.0,~cuda~gasnet~mpi cross=cray-aries-slurm,cray-cnl7-haswell
upcxx,2021.9.0,intel@19.1.2.254,~cuda~gasnet~mpi cross=cray-aries-slurm,cray-cnl7-haswell
util-linux-uuid,2.31.1,gcc@11.2.0,,cray-cnl7-haswell
util-linux-uuid,2.31.1,intel@19.1.2.254,,cray-cnl7-haswell
util-macros,1.19.3,gcc@11.2.0,,cray-cnl7-haswell
util-macros,1.19.3,intel@19.1.2.254,,cray-cnl7-haswell
variorum,0.4.1,intel@19.1.2.254,~docs~ipo~log+shared build_type=Release,cray-cnl7-haswell
veloc,1.5,gcc@11.2.0,~ipo build_type=RelWithDebInfo,cray-cnl7-haswell
veloc,1.5,intel@19.1.2.254,~ipo build_type=RelWithDebInfo,cray-cnl7-haswell
vtk-m,1.7.1,gcc@11.2.0,~64bitids+ascent_types~cuda+doubleprecision~ipo~kokkos~logging~mpi+openmp+rendering~rocm~shared~tbb~testlib~virtuals build_type=Release,cray-cnl7-haswell
vtk-m,1.7.1,intel@19.1.2.254,~64bitids+ascent_types~cuda+doubleprecision~ipo~kokkos~logging~mpi+openmp+rendering~rocm~shared~tbb~testlib~virtuals build_type=Release,cray-cnl7-haswell
wannier90,3.1.0,intel@19.1.2.254,+shared,cray-cnl7-haswell
warpx,22.02,intel@19.1.2.254,+app~ascent~eb~ipo+lib+mpi+mpithreadmultiple+openpmd+psatd+qed~qedtablegen+shared+tprof build_type=RelWithDebInfo compute=omp dims=1 precision=double,cray-cnl7-haswell
warpx,22.02,intel@19.1.2.254,+app~ascent~eb~ipo+lib+mpi+mpithreadmultiple+openpmd+psatd+qed~qedtablegen+shared+tprof build_type=RelWithDebInfo compute=omp dims=2 precision=double,cray-cnl7-haswell
warpx,22.02,intel@19.1.2.254,+app~ascent~eb~ipo+lib+mpi+mpithreadmultiple+openpmd+psatd+qed~qedtablegen+shared+tprof build_type=RelWithDebInfo compute=omp dims=3 precision=double,cray-cnl7-haswell
xcb-proto,1.14.1,gcc@11.2.0,,cray-cnl7-haswell
xerces-c,3.2.3,gcc@11.2.0, cxxstd=default netaccessor=curl transcoder=gnuiconv,cray-cnl7-haswell
xextproto,7.3.0,gcc@11.2.0,,cray-cnl7-haswell
xproto,7.0.31,gcc@11.2.0,,cray-cnl7-haswell
xtrans,1.3.5,gcc@11.2.0,,cray-cnl7-haswell
xz,5.2.5,gcc@11.2.0,~pic libs=shared,static,cray-cnl7-haswell
xz,5.2.5,intel@19.1.2.254,~pic libs=shared,static,cray-cnl7-haswell
yasm,1.3.0,gcc@11.2.0,,cray-cnl7-haswell
zfp,0.5.5,gcc@11.2.0,~aligned~c~cuda~fasthash~fortran~ipo~openmp~profile~python+shared~strided~twoway bsws=64 build_type=RelWithDebInfo,cray-cnl7-haswell
zfp,0.5.5,intel@19.1.2.254,~aligned~c~cuda~fasthash~fortran~ipo~openmp~profile~python+shared~strided~twoway bsws=64 build_type=RelWithDebInfo,cray-cnl7-haswell
zlib,1.2.11,gcc@11.2.0,+optimize+pic+shared,cray-cnl7-haswell
zlib,1.2.11,intel@19.1.2.254,+optimize+pic+shared,cray-cnl7-haswell
zsh,5.6,gcc@11.2.0,+skip-tcsetpgrp-test,cray-cnl7-haswell
zsh,5.6,intel@19.1.2.254,+skip-tcsetpgrp-test,cray-cnl7-haswell
zstd,1.5.0,gcc@11.2.0,~programs,cray-cnl7-haswell
zstd,1.5.0,intel@19.1.2.254,~programs,cray-cnl7-haswell
